Región,Comuna,País o continente de nacimiento,Inmigrantes internacionales
Los Lagos,Quemchi,América del Norte,1.0
Los Lagos,Quemchi,Europa,5.0
Los Lagos,Quemchi,Asia,2.0
Los Lagos,Quemchi,África,0.0
Los Lagos,Quemchi,Oceanía,0.0
Los Lagos,Quemchi,País de nacimiento no declarado,0.0
Los Lagos,Quinchao,Total nacidos fuera del país,72.0
Los Lagos,Quinchao,Argentina,42.0
Los Lagos,Quinchao,Bolivia (Estado Plurinacional de),0.0
Los Lagos,Quinchao,Colombia,3.0
Los Lagos,Quinchao,Haití,0.0
Los Lagos,Quinchao,Perú,7.0
Los Lagos,Quinchao,Venezuela (República Bolivariana de),13.0
Los Lagos,Quinchao,Otros países de América del Sur,1.0
Los Lagos,Quinchao,Otros países de América Central y El Caribe,1.0
Los Lagos,Quinchao,América del Norte,0.0
Los Lagos,Quinchao,Europa,3.0
Los Lagos,Quinchao,Asia,1.0
Los Lagos,Quinchao,África,1.0
Los Lagos,Quinchao,Oceanía,0.0
Los Lagos,Quinchao,País de nacimiento no declarado,0.0
Los Lagos,Osorno,Total nacidos fuera del país,3779.0
Los Lagos,Osorno,Argentina,631.0
Los Lagos,Osorno,Bolivia (Estado Plurinacional de),60.0
Los Lagos,Osorno,Colombia,442.0
Los Lagos,Osorno,Haití,424.0
Los Lagos,Osorno,Perú,144.0
Los Lagos,Osorno,Venezuela (República Bolivariana de),1504.0
Los Lagos,Osorno,Otros países de América del Sur,186.0
Los Lagos,Osorno,Otros países de América Central y El Caribe,111.0
Los Lagos,Osorno,América del Norte,31.0
Los Lagos,Osorno,Europa,151.0
Los Lagos,Osorno,Asia,67.0
Los Lagos,Osorno,África,13.0
Los Lagos,Osorno,Oceanía,13.0
Los Lagos,Osorno,País de nacimiento no declarado,2.0
Los Lagos,Puerto Octay,Total nacidos fuera del país,165.0
Los Lagos,Puerto Octay,Argentina,24.0
Los Lagos,Puerto Octay,Bolivia (Estado Plurinacional de),7.0
Los Lagos,Puerto Octay,Colombia,5.0
Los Lagos,Puerto Octay,Haití,2.0
Los Lagos,Puerto Octay,Perú,7.0
Los Lagos,Puerto Octay,Venezuela (República Bolivariana de),71.0
Los Lagos,Puerto Octay,Otros países de América del Sur,6.0
Los Lagos,Puerto Octay,Otros países de América Central y El Caribe,2.0
Los Lagos,Puerto Octay,América del Norte,15.0
Los Lagos,Puerto Octay,Europa,19.0
Los Lagos,Puerto Octay,Asia,5.0
Los Lagos,Puerto Octay,África,0.0
Los Lagos,Puerto Octay,Oceanía,2.0
Los Lagos,Puerto Octay,País de nacimiento no declarado,0.0
Los Lagos,Purranque,Total nacidos fuera del país,229.0
Los Lagos,Purranque,Argentina,61.0
Los Lagos,Purranque,Bolivia (Estado Plurinacional de),9.0
Los Lagos,Purranque,Colombia,30.0
Los Lagos,Purranque,Haití,13.0
Los Lagos,Purranque,Perú,18.0
Los Lagos,Purranque,Venezuela (República Bolivariana de),57.0
Los Lagos,Purranque,Otros países de América del Sur,4.0
Los Lagos,Purranque,Otros países de América Central y El Caribe,4.0
Los Lagos,Purranque,América del Norte,2.0
Los Lagos,Purranque,Europa,19.0
Los Lagos,Purranque,Asia,11.0
Los Lagos,Purranque,África,1.0
Los Lagos,Purranque,Oceanía,0.0
Los Lagos,Purranque,País de nacimiento no declarado,0.0
Los Lagos,Puyehue,Total nacidos fuera del país,191.0
Los Lagos,Puyehue,Argentina,46.0
Los Lagos,Puyehue,Bolivia (Estado Plurinacional de),4.0
Los Lagos,Puyehue,Colombia,19.0
Los Lagos,Puyehue,Haití,4.0
Los Lagos,Puyehue,Perú,7.0
Los Lagos,Puyehue,Venezuela (República Bolivariana de),54.0
Los Lagos,Puyehue,Otros países de América del Sur,6.0
Los Lagos,Puyehue,Otros países de América Central y El Caribe,5.0
Los Lagos,Puyehue,América del Norte,14.0
Los Lagos,Puyehue,Europa,21.0
Los Lagos,Puyehue,Asia,4.0
Los Lagos,Puyehue,África,1.0
Los Lagos,Puyehue,Oceanía,4.0
Los Lagos,Puyehue,País de nacimiento no declarado,2.0
Los Lagos,Río Negro,Total nacidos fuera del país,107.0
Los Lagos,Río Negro,Argentina,21.0
Los Lagos,Río Negro,Bolivia (Estado Plurinacional de),2.0
Los Lagos,Río Negro,Colombia,5.0
Los Lagos,Río Negro,Haití,6.0
Los Lagos,Río Negro,Perú,5.0
Los Lagos,Río Negro,Venezuela (República Bolivariana de),46.0
Los Lagos,Río Negro,Otros países de América del Sur,3.0
Los Lagos,Río Negro,Otros países de América Central y El Caribe,3.0
Los Lagos,Río Negro,América del Norte,2.0
Los Lagos,Río Negro,Europa,7.0
Los Lagos,Río Negro,Asia,4.0
Los Lagos,Río Negro,África,0.0
Los Lagos,Río Negro,Oceanía,3.0
Los Lagos,Río Negro,País de nacimiento no declarado,0.0
Los Lagos,San Juan de la Costa,Total nacidos fuera del país,42.0
Los Lagos,San Juan de la Costa,Argentina,10.0
Los Lagos,San Juan de la Costa,Bolivia (Estado Plurinacional de),3.0
Los Lagos,San Juan de la Costa,Colombia,2.0
Los Lagos,San Juan de la Costa,Haití,0.0
Los Lagos,San Juan de la Costa,Perú,12.0
Los Lagos,San Juan de la Costa,Venezuela (República Bolivariana de),1.0
Los Lagos,San Juan de la Costa,Otros países de América del Sur,1.0
Los Lagos,San Juan de la Costa,Otros países de América Central y El Caribe,2.0
Los Lagos,San Juan de la Costa,América del Norte,2.0
Los Lagos,San Juan de la Costa,Europa,5.0
Los Lagos,San Juan de la Costa,Asia,2.0
Los Lagos,San Juan de la Costa,África,2.0
Los Lagos,San Juan de la Costa,Oceanía,0.0
Los Lagos,San Juan de la Costa,País de nacimiento no declarado,0.0
Los Lagos,San Pablo,Total nacidos fuera del país,96.0
Los Lagos,San Pablo,Argentina,34.0
Los Lagos,San Pablo,Bolivia (Estado Plurinacional de),0.0
Los Lagos,San Pablo,Colombia,8.0
Los Lagos,San Pablo,Haití,4.0
Los Lagos,San Pablo,Perú,4.0
Los Lagos,San Pablo,Venezuela (República Bolivariana de),20.0
Los Lagos,San Pablo,Otros países de América del Sur,3.0
Los Lagos,San Pablo,Otros países de América Central y El Caribe,2.0
Los Lagos,San Pablo,América del Norte,0.0
Los Lagos,San Pablo,Europa,15.0
Los Lagos,San Pablo,Asia,4.0
Los Lagos,San Pablo,África,1.0
Los Lagos,San Pablo,Oceanía,0.0
Los Lagos,San Pablo,País de nacimiento no declarado,1.0
Los Lagos,Chaitén,Total nacidos fuera del país,110.0
Los Lagos,Chaitén,Argentina,32.0
Los Lagos,Chaitén,Bolivia (Estado Plurinacional de),4.0
Los Lagos,Chaitén,Colombia,3.0
Los Lagos,Chaitén,Haití,0.0
Los Lagos,Chaitén,Perú,2.0
Los Lagos,Chaitén,Venezuela (República Bolivariana de),50.0
Los Lagos,Chaitén,Otros países de América del Sur,3.0
Los Lagos,Chaitén,Otros países de América Central y El Caribe,8.0
Los Lagos,Chaitén,América del Norte,2.0
Los Lagos,Chaitén,Europa,3.0
Los Lagos,Chaitén,Asia,0.0
Los Lagos,Chaitén,África,1.0
Los Lagos,Chaitén,Oceanía,1.0
Los Lagos,Chaitén,País de nacimiento no declarado,1.0
Los Lagos,Futaleufú,Total nacidos fuera del país,324.0
Los Lagos,Futaleufú,Argentina,222.0
Los Lagos,Futaleufú,Bolivia (Estado Plurinacional de),1.0
Los Lagos,Futaleufú,Colombia,8.0
Los Lagos,Futaleufú,Haití,1.0
Los Lagos,Futaleufú,Perú,6.0
Los Lagos,Futaleufú,Venezuela (República Bolivariana de),34.0
Los Lagos,Futaleufú,Otros países de América del Sur,20.0
Los Lagos,Futaleufú,Otros países de América Central y El Caribe,3.0
Los Lagos,Futaleufú,América del Norte,8.0
Los Lagos,Futaleufú,Europa,17.0
Los Lagos,Futaleufú,Asia,0.0
Los Lagos,Futaleufú,África,0.0
Los Lagos,Futaleufú,Oceanía,4.0
Los Lagos,Futaleufú,País de nacimiento no declarado,0.0
Los Lagos,Hualaihué,Total nacidos fuera del país,155.0
Los Lagos,Hualaihué,Argentina,22.0
Los Lagos,Hualaihué,Bolivia (Estado Plurinacional de),2.0
Los Lagos,Hualaihué,Colombia,11.0
Los Lagos,Hualaihué,Haití,6.0
Los Lagos,Hualaihué,Perú,1.0
Los Lagos,Hualaihué,Venezuela (República Bolivariana de),84.0
Los Lagos,Hualaihué,Otros países de América del Sur,1.0
Los Lagos,Hualaihué,Otros países de América Central y El Caribe,13.0
Los Lagos,Hualaihué,América del Norte,1.0
Los Lagos,Hualaihué,Europa,10.0
Los Lagos,Hualaihué,Asia,1.0
Los Lagos,Hualaihué,África,1.0
Los Lagos,Hualaihué,Oceanía,2.0
Los Lagos,Hualaihué,País de nacimiento no declarado,0.0
Los Lagos,Palena,Total nacidos fuera del país,88.0
Los Lagos,Palena,Argentina,61.0
Los Lagos,Palena,Bolivia (Estado Plurinacional de),0.0
Los Lagos,Palena,Colombia,4.0
Los Lagos,Palena,Haití,0.0
Los Lagos,Palena,Perú,0.0
Los Lagos,Palena,Venezuela (República Bolivariana de),11.0
Los Lagos,Palena,Otros países de América del Sur,0.0
Los Lagos,Palena,Otros países de América Central y El Caribe,0.0
Los Lagos,Palena,América del Norte,0.0
Los Lagos,Palena,Europa,12.0
Los Lagos,Palena,Asia,0.0
Los Lagos,Palena,África,0.0
Los Lagos,Palena,Oceanía,0.0
Los Lagos,Palena,País de nacimiento no declarado,0.0
Aysén del General Carlos Ibáñez del Campo,Coyhaique,Total nacidos fuera del país,2505.0
Aysén del General Carlos Ibáñez del Campo,Coyhaique,Argentina,641.0
Aysén del General Carlos Ibáñez del Campo,Coyhaique,Bolivia (Estado Plurinacional de),16.0
Aysén del General Carlos Ibáñez del Campo,Coyhaique,Colombia,563.0
Aysén del General Carlos Ibáñez del Campo,Coyhaique,Haití,24.0
Aysén del General Carlos Ibáñez del Campo,Coyhaique,Perú,81.0
Aysén del General Carlos Ibáñez del Campo,Coyhaique,Venezuela (República Bolivariana de),810.0
Aysén del General Carlos Ibáñez del Campo,Coyhaique,Otros países de América del Sur,118.0
Aysén del General Carlos Ibáñez del Campo,Coyhaique,Otros países de América Central y El Caribe,83.0
Aysén del General Carlos Ibáñez del Campo,Coyhaique,América del Norte,49.0
Aysén del General Carlos Ibáñez del Campo,Coyhaique,Europa,96.0
Aysén del General Carlos Ibáñez del Campo,Coyhaique,Asia,9.0
Aysén del General Carlos Ibáñez del Campo,Coyhaique,África,3.0
Aysén del General Carlos Ibáñez del Campo,Coyhaique,Oceanía,9.0
Aysén del General Carlos Ibáñez del Campo,Coyhaique,País de nacimiento no declarado,3.0
Aysén del General Carlos Ibáñez del Campo,Lago Verde,Total nacidos fuera del país,29.0
Aysén del General Carlos Ibáñez del Campo,Lago Verde,Argentina,16.0
Aysén del General Carlos Ibáñez del Campo,Lago Verde,Bolivia (Estado Plurinacional de),2.0
Aysén del General Carlos Ibáñez del Campo,Lago Verde,Colombia,2.0
Aysén del General Carlos Ibáñez del Campo,Lago Verde,Haití,0.0
Aysén del General Carlos Ibáñez del Campo,Lago Verde,Perú,3.0
Aysén del General Carlos Ibáñez del Campo,Lago Verde,Venezuela (República Bolivariana de),1.0
Aysén del General Carlos Ibáñez del Campo,Lago Verde,Otros países de América del Sur,0.0
Aysén del General Carlos Ibáñez del Campo,Lago Verde,Otros países de América Central y El Caribe,0.0
Aysén del General Carlos Ibáñez del Campo,Lago Verde,América del Norte,1.0
Aysén del General Carlos Ibáñez del Campo,Lago Verde,Europa,4.0
Aysén del General Carlos Ibáñez del Campo,Lago Verde,Asia,0.0
Aysén del General Carlos Ibáñez del Campo,Lago Verde,África,0.0
Aysén del General Carlos Ibáñez del Campo,Lago Verde,Oceanía,0.0
Aysén del General Carlos Ibáñez del Campo,Lago Verde,País de nacimiento no declarado,0.0
Aysén del General Carlos Ibáñez del Campo,Aysén,Total nacidos fuera del país,727.0
Aysén del General Carlos Ibáñez del Campo,Aysén,Argentina,190.0
Aysén del General Carlos Ibáñez del Campo,Aysén,Bolivia (Estado Plurinacional de),19.0
Aysén del General Carlos Ibáñez del Campo,Aysén,Colombia,196.0
Aysén del General Carlos Ibáñez del Campo,Aysén,Haití,43.0
Aysén del General Carlos Ibáñez del Campo,Aysén,Perú,36.0
Aysén del General Carlos Ibáñez del Campo,Aysén,Venezuela (República Bolivariana de),149.0
Aysén del General Carlos Ibáñez del Campo,Aysén,Otros países de América del Sur,28.0
Aysén del General Carlos Ibáñez del Campo,Aysén,Otros países de América Central y El Caribe,27.0
Aysén del General Carlos Ibáñez del Campo,Aysén,América del Norte,10.0
Aysén del General Carlos Ibáñez del Campo,Aysén,Europa,21.0
Aysén del General Carlos Ibáñez del Campo,Aysén,Asia,6.0
Aysén del General Carlos Ibáñez del Campo,Aysén,África,0.0
Aysén del General Carlos Ibáñez del Campo,Aysén,Oceanía,1.0
Aysén del General Carlos Ibáñez del Campo,Aysén,País de nacimiento no declarado,1.0
Aysén del General Carlos Ibáñez del Campo,Cisnes,Total nacidos fuera del país,129.0
Aysén del General Carlos Ibáñez del Campo,Cisnes,Argentina,43.0
Aysén del General Carlos Ibáñez del Campo,Cisnes,Bolivia (Estado Plurinacional de),2.0
Aysén del General Carlos Ibáñez del Campo,Cisnes,Colombia,19.0
Aysén del General Carlos Ibáñez del Campo,Cisnes,Haití,1.0
Aysén del General Carlos Ibáñez del Campo,Cisnes,Perú,4.0
Aysén del General Carlos Ibáñez del Campo,Cisnes,Venezuela (República Bolivariana de),29.0
Aysén del General Carlos Ibáñez del Campo,Cisnes,Otros países de América del Sur,8.0
Aysén del General Carlos Ibáñez del Campo,Cisnes,Otros países de América Central y El Caribe,6.0
Aysén del General Carlos Ibáñez del Campo,Cisnes,América del Norte,3.0
Aysén del General Carlos Ibáñez del Campo,Cisnes,Europa,11.0
Aysén del General Carlos Ibáñez del Campo,Cisnes,Asia,2.0
Aysén del General Carlos Ibáñez del Campo,Cisnes,África,0.0
Aysén del General Carlos Ibáñez del Campo,Cisnes,Oceanía,1.0
Aysén del General Carlos Ibáñez del Campo,Cisnes,País de nacimiento no declarado,0.0
Aysén del General Carlos Ibáñez del Campo,Guaitecas,Total nacidos fuera del país,65.0
Aysén del General Carlos Ibáñez del Campo,Guaitecas,Argentina,3.0
Aysén del General Carlos Ibáñez del Campo,Guaitecas,Bolivia (Estado Plurinacional de),6.0
Aysén del General Carlos Ibáñez del Campo,Guaitecas,Colombia,40.0
Aysén del General Carlos Ibáñez del Campo,Guaitecas,Haití,1.0
Aysén del General Carlos Ibáñez del Campo,Guaitecas,Perú,0.0
Aysén del General Carlos Ibáñez del Campo,Guaitecas,Venezuela (República Bolivariana de),14.0
Aysén del General Carlos Ibáñez del Campo,Guaitecas,Otros países de América del Sur,1.0
Aysén del General Carlos Ibáñez del Campo,Guaitecas,Otros países de América Central y El Caribe,0.0
Aysén del General Carlos Ibáñez del Campo,Guaitecas,América del Norte,0.0
Aysén del General Carlos Ibáñez del Campo,Guaitecas,Europa,0.0
Aysén del General Carlos Ibáñez del Campo,Guaitecas,Asia,0.0
Aysén del General Carlos Ibáñez del Campo,Guaitecas,África,0.0
Aysén del General Carlos Ibáñez del Campo,Guaitecas,Oceanía,0.0
Aysén del General Carlos Ibáñez del Campo,Guaitecas,País de nacimiento no declarado,0.0
Aysén del General Carlos Ibáñez del Campo,Cochrane,Total nacidos fuera del país,89.0
Aysén del General Carlos Ibáñez del Campo,Cochrane,Argentina,32.0
Aysén del General Carlos Ibáñez del Campo,Cochrane,Bolivia (Estado Plurinacional de),4.0
Aysén del General Carlos Ibáñez del Campo,Cochrane,Colombia,21.0
Aysén del General Carlos Ibáñez del Campo,Cochrane,Haití,3.0
Aysén del General Carlos Ibáñez del Campo,Cochrane,Perú,0.0
Aysén del General Carlos Ibáñez del Campo,Cochrane,Venezuela (República Bolivariana de),14.0
Aysén del General Carlos Ibáñez del Campo,Cochrane,Otros países de América del Sur,3.0
Aysén del General Carlos Ibáñez del Campo,Cochrane,Otros países de América Central y El Caribe,0.0
Aysén del General Carlos Ibáñez del Campo,Cochrane,América del Norte,2.0
Aysén del General Carlos Ibáñez del Campo,Cochrane,Europa,7.0
Aysén del General Carlos Ibáñez del Campo,Cochrane,Asia,3.0
